id,split,label,challenge,n_sets,min_pages,max_pages,has_sentence_only_set,modality_summary,set_pages,strict_multi_article,lenient_multi_article,has_sentence_only_multi_page_set
94400,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
32207,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
90853,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
46451,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
31423,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
32521,train,REFUTES,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
93504,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
17194,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
48048,train,NOT ENOUGH INFO,Other,1,1,1,1,sentence-only,1,0,0,0
42619,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
80156,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
28897,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
56473,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
29119,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
22646,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
58125,train,REFUTES,Other,3,1,1,1,sentence-only|table-only|table-only,1|1|1,0,0,0
92680,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
45076,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
64472,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
95331,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
17012,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
34088,train,SUPPORTS,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
48529,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
25251,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
75971,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
3015,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
51694,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
21569,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
82782,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
46062,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
78333,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
29013,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
4743,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
86330,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
6492,train,SUPPORTS,Multi-hop Reasoning,2,1,1,1,sentence-only|table-only,1|1,0,0,0
68915,train,REFUTES,Other,2,1,1,1,table-only|sentence-only,1|1,0,0,0
22434,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
80579,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
72435,train,REFUTES,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
24576,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
31630,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
3735,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
46404,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
35576,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
25839,train,REFUTES,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
64603,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
50821,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
42592,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
80997,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
47737,train,SUPPORTS,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
31729,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
18244,train,REFUTES,Numerical Reasoning,3,1,1,0,table-only|table-only|table-only,1|1|1,0,0,0
26608,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
49413,train,SUPPORTS,Combining Tables and Text,2,1,1,0,mixed|table-only,1|1,0,0,0
32556,train,REFUTES,Other,2,1,1,1,table-only|sentence-only,1|1,0,0,0
22529,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
75122,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
30213,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
11522,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
83204,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
32088,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
41129,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
56832,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
91807,train,REFUTES,Numerical Reasoning,2,1,2,1,sentence-only|mixed,1|2,0,1,0
57150,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
79813,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
75426,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
93527,train,REFUTES,Other,1,2,2,1,sentence-only,2,1,1,1
14621,train,REFUTES,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
51818,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
57081,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
20444,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
90296,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
11953,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
72297,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
92045,train,SUPPORTS,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
8999,train,REFUTES,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
71377,train,REFUTES,Other,1,2,2,0,mixed,2,1,1,0
71834,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
92398,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
48058,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
31077,train,SUPPORTS,Entity Disambiguation,1,1,1,1,sentence-only,1,0,0,0
4404,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
55815,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
51963,train,SUPPORTS,Other,2,1,1,1,table-only|sentence-only,1|1,0,0,0
59016,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
64824,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
75405,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
1387,train,REFUTES,Multi-hop Reasoning,2,1,2,1,sentence-only|mixed,1|2,0,1,0
81965,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
11268,train,SUPPORTS,Entity Disambiguation,2,1,1,1,sentence-only|table-only,1|1,0,0,0
73846,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
87719,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
64802,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
50632,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
71986,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
35715,train,SUPPORTS,Other,1,2,2,0,table-only,2,1,1,0
37432,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
76846,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
41481,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
77650,train,REFUTES,Multi-hop Reasoning,2,2,2,1,sentence-only|sentence-only,2|2,1,1,1
29980,train,SUPPORTS,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
49211,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
61921,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
27516,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
95061,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
2174,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
26750,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
36661,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
13372,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
56455,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
21199,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61166,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
70959,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
83197,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
18549,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
57224,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
20993,train,SUPPORTS,Other,1,2,2,1,sentence-only,2,1,1,1
6982,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
1103,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
92207,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
26782,train,SUPPORTS,Other,1,2,2,0,mixed,2,1,1,0
43269,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
15369,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
40910,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
32209,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
67935,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
15552,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
65969,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
38222,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
76405,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
74560,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
19861,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
37931,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
83795,train,REFUTES,Other,1,2,2,0,mixed,2,1,1,0
54354,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
13925,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
58441,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
73701,train,SUPPORTS,Combining Tables and Text,1,2,2,0,mixed,2,1,1,0
25410,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61647,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
50857,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
44742,train,REFUTES,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
30319,train,SUPPORTS,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
85807,train,REFUTES,Other,3,1,1,0,table-only|table-only|table-only,1|1|1,0,0,0
84300,train,REFUTES,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
17793,train,REFUTES,Other,2,1,1,1,table-only|sentence-only,1|1,0,0,0
72734,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
7943,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
14316,train,REFUTES,Combining Tables and Text,3,1,1,1,sentence-only|table-only|table-only,1|1|1,0,0,0
29894,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
61829,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
89045,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
10478,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
59361,train,REFUTES,Other,3,1,1,1,table-only|sentence-only|sentence-only,1|1|1,0,0,0
56730,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
36412,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
19327,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
52439,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
78639,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
40121,train,REFUTES,Other,1,1,1,0,list-only,1,0,0,0
87656,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
55168,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
1998,train,NOT ENOUGH INFO,Entity Disambiguation,1,1,1,0,table-only,1,0,0,0
35470,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
78072,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
95097,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
95071,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
41991,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
68452,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
76961,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
67044,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
89462,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
63343,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
89545,train,REFUTES,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
30918,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
37295,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
80400,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
91980,train,SUPPORTS,Entity Disambiguation,1,1,1,0,mixed,1,0,0,0
78638,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
41771,train,REFUTES,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
10700,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
11460,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
38034,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
89855,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
45044,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
66061,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
46581,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
18573,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
86785,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
82530,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
81969,train,NOT ENOUGH INFO,Other,1,1,1,0,mixed,1,0,0,0
31680,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
49238,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
83971,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
80501,train,SUPPORTS,Search terms not in claim,1,2,2,0,table-only,2,1,1,0
21975,train,REFUTES,Numerical Reasoning,2,1,1,1,table-only|sentence-only,1|1,0,0,0
38773,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
19262,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
80707,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
38051,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
74961,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
43574,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
23552,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
36487,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
38629,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
28624,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
73061,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
85578,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
93094,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
77518,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
80281,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
70387,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
8880,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
59407,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
93098,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
69560,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
88834,train,REFUTES,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
69415,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
71793,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
28068,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
93810,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
60953,train,REFUTES,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
42723,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
16682,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
2743,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
51382,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
26815,train,REFUTES,Combining Tables and Text,1,1,1,0,table-only,1,0,0,0
94625,train,NOT ENOUGH INFO,Other,1,1,1,1,sentence-only,1,0,0,0
49767,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
22034,train,NOT ENOUGH INFO,Other,1,3,3,1,sentence-only,3,1,1,1
28736,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
75459,train,NOT ENOUGH INFO,Other,1,1,1,0,table-only,1,0,0,0
39338,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
50986,train,SUPPORTS,Entity Disambiguation,1,2,2,1,sentence-only,2,1,1,1
63604,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
70804,train,SUPPORTS,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
10940,train,REFUTES,Other,2,1,1,1,sentence-only|list-only,1|1,0,0,0
19667,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
88874,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
36739,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
40247,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
50647,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
88549,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
66435,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
6210,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
61902,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
47116,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
17071,train,REFUTES,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
51015,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
79765,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
8220,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
55139,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
75456,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
10740,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
37428,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
3023,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
2201,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
19208,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
6271,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
32913,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
30173,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
79618,train,SUPPORTS,Numerical Reasoning,1,1,1,1,sentence-only,1,0,0,0
44888,train,REFUTES,Multi-hop Reasoning,1,1,1,0,table-only,1,0,0,0
32113,train,SUPPORTS,Multi-hop Reasoning,1,3,3,0,mixed,3,1,1,0
33285,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
53517,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
66769,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
41742,train,REFUTES,Other,2,1,1,1,sentence-only|sentence-only,1|1,0,0,0
65121,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
39611,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
65402,train,REFUTES,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
72327,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
91884,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
61455,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
74247,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
84801,train,REFUTES,Other,1,2,2,1,sentence-only,2,1,1,1
23525,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
25927,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
94306,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
6944,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
87632,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
61966,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
87056,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
59682,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
16178,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
54807,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
46627,train,SUPPORTS,Multi-hop Reasoning,1,5,5,0,mixed,5,1,1,0
5204,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
75024,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
37703,train,REFUTES,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
80124,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
87269,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
89446,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
88903,train,SUPPORTS,Numerical Reasoning,1,1,1,0,mixed,1,0,0,0
92238,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
59349,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
18130,train,REFUTES,Other,1,1,1,0,mixed,1,0,0,0
34357,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
67435,train,SUPPORTS,Other,1,1,1,0,table-only,1,0,0,0
72330,train,SUPPORTS,Multi-hop Reasoning,1,1,1,0,mixed,1,0,0,0
45744,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
13856,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
37741,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
16653,train,NOT ENOUGH INFO,Other,1,1,1,0,table-only,1,0,0,0
34524,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
11790,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
68446,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
60769,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
51605,train,REFUTES,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
87236,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
19661,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
94372,train,NOT ENOUGH INFO,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
75853,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,mixed,2,1,1,0
62380,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
30660,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
43617,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
14341,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
38504,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
7221,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
22024,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
34926,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
34259,train,REFUTES,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
59150,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
13413,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
24098,train,SUPPORTS,Multi-hop Reasoning,1,2,2,0,table-only,2,1,1,0
1238,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
4774,train,REFUTES,Numerical Reasoning,1,2,2,0,mixed,2,1,1,0
91623,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
40666,train,REFUTES,Combining Tables and Text,2,1,2,1,sentence-only|mixed,2|1,0,1,1
26791,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
74468,train,SUPPORTS,Multi-hop Reasoning,1,1,1,1,sentence-only,1,0,0,0
50665,train,REFUTES,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
32315,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
11436,train,REFUTES,Other,1,1,1,1,sentence-only,1,0,0,0
77512,train,REFUTES,Other,1,1,1,0,table-only,1,0,0,0
71907,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
34467,train,REFUTES,Entity Disambiguation,1,1,1,0,mixed,1,0,0,0
43382,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
95186,train,SUPPORTS,Combining Tables and Text,1,1,1,0,mixed,1,0,0,0
5440,train,NOT ENOUGH INFO,Other,1,1,1,1,sentence-only,1,0,0,0
50923,train,SUPPORTS,Other,2,1,1,0,table-only|table-only,1|1,0,0,0
29450,train,SUPPORTS,Other,1,1,1,0,mixed,1,0,0,0
8964,train,SUPPORTS,Numerical Reasoning,1,1,1,0,table-only,1,0,0,0
38275,train,SUPPORTS,Other,2,1,1,1,sentence-only|table-only,1|1,0,0,0
7003,train,SUPPORTS,Other,1,1,1,1,sentence-only,1,0,0,0
85857,train,SUPPORTS,Multi-hop Reasoning,1,2,2,1,sentence-only,2,1,1,1
